IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.236.169.15,2053,0,true,SIN,Asia Pacific,Singapore,295,0.45
47.236.170.54,8443,8443,true,SIN,Asia Pacific,Singapore,147,0.45
47.236.169.141,2087,2087,true,SIN,Asia Pacific,Singapore,187,0.44
47.236.103.153,2083,2083,true,SIN,Asia Pacific,Singapore,185,0.42
8.222.237.131,8443,0,true,SIN,Asia Pacific,Singapore,267,0.41
8.219.140.229,8443,8443,true,SIN,Asia Pacific,Singapore,190,0.41
47.236.7.246,2053,2053,true,SIN,Asia Pacific,Singapore,176,0.41
8.222.167.147,2082,2082,false,SIN,Asia Pacific,Singapore,149,0.41
47.236.144.156,2053,0,true,SIN,Asia Pacific,Singapore,289,0.41
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,289,0.40
141.147.175.230,2087,2087,true,NRT,Asia Pacific,Tokyo,189,0.39
8.222.130.137,2083,2083,true,SIN,Asia Pacific,Singapore,176,0.39
47.236.163.95,8443,8443,true,SIN,Asia Pacific,Singapore,268,0.38
47.236.147.146,2095,2095,false,SIN,Asia Pacific,Singapore,276,0.36
8.219.161.129,2052,2052,false,SIN,Asia Pacific,Singapore,279,0.36
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,290,0.36
43.156.27.249,443,443,true,SIN,Asia Pacific,Singapore,113,0.35
47.236.165.25,2087,2087,true,SIN,Asia Pacific,Singapore,146,0.35
47.245.114.163,2083,2083,true,SIN,Asia Pacific,Singapore,221,0.34
131.186.36.248,2086,2086,false,KIX,Asia Pacific,Osaka,283,0.32
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,311,0.29
8.219.185.191,2082,2082,false,SIN,Asia Pacific,Singapore,228,0.28
47.236.168.17,2087,2087,true,SIN,Asia Pacific,Singapore,262,0.28
8.222.214.231,443,443,true,SIN,Asia Pacific,Singapore,188,0.24
8.219.185.191,2087,2087,true,SIN,Asia Pacific,Singapore,164,0.24
8.222.162.45,2087,2087,true,SIN,Asia Pacific,Singapore,147,0.23
8.222.213.221,443,443,true,SIN,Asia Pacific,Singapore,244,0.21
34.36.226.184,80,80,false,LAX,North America,Los Angeles,406,0.21
8.219.185.191,2096,2096,true,SIN,Asia Pacific,Singapore,225,0.19
8.219.82.35,443,443,true,SIN,Asia Pacific,Singapore,241,0.19
8.222.140.87,443,443,true,SIN,Asia Pacific,Singapore,114,0.18
141.147.183.96,8443,8443,true,HKG,Asia Pacific,Hong Kong,295,0.17
8.222.205.210,443,443,true,SIN,Asia Pacific,Singapore,289,0.17
47.236.12.195,443,0,true,SIN,Asia Pacific,Singapore,197,0.15
8.219.40.38,443,443,true,SIN,Asia Pacific,Singapore,112,0.15
47.236.115.54,443,443,true,SIN,Asia Pacific,Singapore,126,0.10
43.163.3.63,443,443,true,SIN,Asia Pacific,Singapore,223,0.07
43.134.165.18,8880,8880,false,SIN,Asia Pacific,Singapore,244,0.06
43.156.181.203,443,443,true,SIN,Asia Pacific,Singapore,234,0.04
8.222.187.107,8880,8880,false,SIN,Asia Pacific,Singapore,185,0.00
